source_file,document_title,source_url,document_type,session,question_number,asked_by,minister,section,question_text,date,formatted_date,parliament_session,topic_infrastructure,topic_energy,topic_health,topic_mines,topic_waste_management,topic_agriculture,topic_manufacturing,topic_tourism,topic_technology,topic_transport,topic_education,topic_finance,sector_count,mp_gender,constituency
paper_Friday_23rd_February_2023_2023.json,"Friday, 23rd February, 2023",https://www.parliament.gov.zm/node/11590,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,234,Mr Kapyanga (Mpika),Minister of Local Government and Rural Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to tar township roads in the following areas in Mpika Parliamentary Constituency: (i) Kamwanya; (ii) MusakanyaKombe; (iii) Cassanova; (iv) Chisanga; (v) Chitulika; (vi) Kalolo to Musakanya Market; (vii) Great North Road to Tazara Compound; and (viii) Mpika Boys Secondary School to St. Andrew’s Catholic School; and (b) if so, when the plans will be implemented.","23rd February, 2023",23/02/23,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,1,1,0,3,Male,Mpika
paper_Friday_23rd_February_2023_2023.json,"Friday, 23rd February, 2023",https://www.parliament.gov.zm/node/11590,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,235,Mr C Mpundu (Chembe),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) when the construction of the following categories of houses for civil servants in Chembe District will be completed: (i) 02 high cost; (ii) 10 medium cost; and (iii) 20 low cost; (b) at what level of completion, in percentage terms, each category was, as of June, 2023; and (c) what the cause of the delay in completing the project, is.","23rd February, 2023",23/02/23,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,1,0,0,0,0,0,0,0,1,0,0,0,2,Male,Chembe
paper_Friday_23rd_February_2023_2023.json,"Friday, 23rd February, 2023",https://www.parliament.gov.zm/node/11590,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,236,Mr Simuzingili (Gwembe),Minister of Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to transform the Curriculum Development Centre into a Quasi Government Institution so as to improve its efficiency and effectiveness; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why. PRESENTATION OF GOVERNMENT BILLS The Minister of Mines and Minerals Development 1. The Minerals Regulation Commission – Bill to regulate and monitor the development and management of mineral resources in the Republic, establish the Minerals Regulation Commission and provide for its functions, establish the Mining Appeals Tribunal, repeal and replace the Mines and Minerals Development Act, 2015 and provide for matters connected with, or incidental to, the foregoing. (N.A.B 1/2024) The Minister of Fisheries and Livestock 2. The Animal Identification and Traceability – Bill to establish the Animal Identification and Traceability Unit and provide for its functions; provide for an animal identification and traceability system; provide for the registration of animal identification marks and agents; provide for the traceability of animals, animal products and animal by products; repeal and replace the animal Identification Act, 2010; and provide for matters connected with, or incidental to, the foregoing. (N.A.B 2/2024) The Minister of Commerce, Trade and Industry 3. The Investment, Trade and Business Development (Amendment) – Bill to amend the Investment, Trade and Business Development Act, 2022. (N.A.B 3/2024) ___________________________","23rd February, 2023",23/02/23,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,0,0,0,1,0,1,1,0,0,1,1,0,5,Male,Gwembe
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,609,Mr Miyutu (Kalabo Central),Minister of Health,QUESTIONS FOR ORAL ANSWER,(a) when the construction of the health centres under the 650 health posts project will commence in Kalabo District considering that the rainy season in Western Province is likely to start in four months time; (b) what has caused the delay in commencing the project; and (c) what the time-frame for the project is.,"14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,1,0,0,0,0,0,1,0,0,0,3,Male,Kalabo Central
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,610,Mr Namulambe (Mpongwe),Minister of Local Government and Housing,QUESTIONS FOR ORAL ANSWER,"(a) whether a Permanent Secretary has authority to overrule a resolution made by a Council; (b) whether there is a time-frame within which a Council resolution remains in effect; and (c) if so, what the time-frame is.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Mpongwe
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,611,Mr Mbewe (Chadiza),"Minister of Transport, Works, Supply and Communication",QUESTIONS FOR ORAL ANSWER,(a) when the construction of Zingalume-Naviruli road in Chadiza District will commence; (b) what has caused the delay in commencing the works; (c) who the contractor for the project is; and (d) what the cost of the project is.,"14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,1,1,0,0,3,Male,Chadiza
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,612,Mr I Banda (Lumezi),"Minister of Transport, Works, Supply and Communication",QUESTIONS FOR ORAL ANSWER,"(a) what the staff establishment of the Road Development Agency was: (i) at its inception; and (ii) as of December, 2014; and (b) what the cost of the following exercises was, as of February, 2015: (i) operations for the entire fleet of motor vehicles, country-wide; (ii) rentals for office accommodation, country-wide; and (iii) emoluments for the staff, country-wide.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,1,0,0,2,Male,Lumezi
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,613,Mr Miyutu (Kalabo Central),Minister of Youth and Sport,QUESTIONS FOR ORAL ANSWER,"(a) whether the Olympic Youth Development Centre (OYDC) has had any benefits on rural communities country-wide; (b) if none, when the OYDC will begin to offer its services to the rural communities; (c) whether there are any plans to build OYDCs in provincial centres; and (d) if so, when the plans will be implemented.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kalabo Central
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,614,Mr Lufuma (Kabompo West),"Minister of Transport, Works, Supply and Communication",QUESTIONS FOR ORAL ANSWER,"(a) whether the Government is aware that the people of Lunyiwe Ward of Kabompo West Parliamentary Constituency have been cut off from the rest of Kabompo District following the non-existence of bridges across the Nyela, Dishiwu and Kasombo Rivers; (b) if so, when bridges across the Rivers above will be constructed; (c) what the estimated period of constructing the bridges is; and (d) what the total cost of constructing the three bridges is.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,1,0,0,0,2,Male,Kabompo West
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,615,Mr Mutelo (Lukulu West),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER,"(a) whether the Government is aware of a suspected bomb blast that occurred in Mitete District in April, 2015; (b) whether there were any injuries or deaths arising from the blast and, if so, how many people were affected; (c) what the cause of the blast was; and (d) how secure the people who live in the area from Chavuma via Mitete and Lukulu to Sesheke, are.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,1,0,0,0,1,Male,Lukulu West
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,616,Mr Namulambe (Mpongwe),Minister of Agriculture and Livestock whether the Government has set up a fund for purposes of providing loans to small scale farmers to promote irrigation farming.,QUESTIONS FOR ORAL ANSWER,,"14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Mpongwe
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,617,Mr Chitafu (Kafulafuta),"Minister of Transport, Works, Supply and Communication",QUESTIONS FOR ORAL ANSWER,"(a) how many bridges were rehabilitated in Kafulafuta Parliamentary Constituency from January, 2011 to date; (b) if none, when the rehabilitation of the bridges will commence; and (c) what measures have been taken to ensure regular maintenance of bridges in the Constituency.","14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,0,0,1,Male,Kafulafuta
paper_ORDER_PAPER_–_TUESDAY_14TH_JULY_2015.json,"Tuesday, 14th July, 2015",https://www.parliament.gov.zm/node/4295,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,618,Mr Chipungu (Rufunsa),"Minister of Community Development, Mother and Child Health when Tengama Clinic in Rufunsa Parliamentary Constituency, which was constructed using Constituency Development Fund, will be opened to the public.",QUESTIONS FOR ORAL ANSWER,PRESENTATION OF GOVERNMENT BILL The Minister of Justice The Constitution of Zambia (Amendment) – Bill to amend the Constitution of Zambia. (N.A.B. 6/2015),"14th July, 2015",14/07/15,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Rufunsa
paper_ORDER_PAPER_–_THURSDAY_14TH_APRIL_2016.json,"Thursday, 14th April, 2016",https://www.parliament.gov.zm/node/5039,Order Paper,FIFTH SESSION OF THE ELEVENTH ASSEMBLY,390,Mr Kasonso (Solwezi West),Minister of General Education,QUESTIONS FOR ORAL ANSWER,"(a) how many desks were available at Munyama Basic School in Solwezi West Parliamentary Constituency as of February, 2016; (b) what the shortfall of desks at the School was; (c) when additional desks will be procured; and (d) what has caused the delay in procuring the desks.","14th April, 2016",14/04/16,FIFTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,Solwezi West
paper_ORDER_PAPER_–_THURSDAY_14TH_APRIL_2016.json,"Thursday, 14th April, 2016",https://www.parliament.gov.zm/node/5039,Order Paper,FIFTH SESSION OF THE ELEVENTH ASSEMBLY,391,Mr I K Banda (Lumezi),Vice President and Minister of Development Planning,QUESTIONS FOR ORAL ANSWER,"(a) when the Government will facilitate the repatriation of the former Lenshina followers who reside at Kalundu area in Lusaka West, to their villages in Chama District; and (b) why the repatriation exercise has taken long to start when the people are willing to return to their villages.","14th April, 2016",14/04/16,FIFTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,1,0,0,0,1,Male,Lumezi
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,Mr I Banda (Lumezi),"Minister of Transport, Works, Supply and Communication what measures the Government is taking to improve the mobile telephone communication signal along the Zambia-Malawi border.",QUESTIONS FOR ORAL ANSWER,,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Lumezi
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,2,Mr Ng’onga (Kaputa),"Minister of Mines, Energy and Water Development",QUESTIONS FOR ORAL ANSWER,"(a) who owned the mineral dumpsite in Kitwe commonly known as the ‘Black Mountain’ as of May, 2014; (b) who owns similar dumpsites in other mining towns in the Copperbelt Province; (c) if the dumpsites at (a) and (b) are owned by the Government, whether there are any plans to start processing the residue in order to raise revenue; (d) whether the local people around the dumpsites will benefit from processing of the residue and, if so, how; and (e) what environmental mitigation measures have been taken to safeguard the lives of the people who live around the dumpsites.","23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,1,0,0,1,0,0,0,0,1,3,Male,Kaputa
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,3,Mr Chipungu (Rufunsa),Minister of Health,QUESTIONS FOR ORAL ANSWER,"(a) when construction of a district hospital in Rufunsa District will commence; (b) what the estimated cost of the project is; and (c) whether the site for the hospital has already been identified and, if so, where it is located.","23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,1,0,0,0,0,0,1,0,0,0,3,Male,Rufunsa
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,4,Mr Kapyanga (Kabwe Central),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER,"(a) following the security operations in Chibolya Compound in Lusaka in May/June, 2014, what sustainable measures have been taken to ensure the maintenance of law and order in the area; and (b) what the cost of the exercise was.","23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kabwe Central
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,5,Dr Kaingu (Mwandi),"Minister of Mines, Energy and Water Development when Masese Centre in Loanja Ward in Mwandi Parliamentary Constituency will be connected to the national electricity grid considering that the Centre is less than 3 kilometres from the ZESCO power line.",QUESTIONS FOR ORAL ANSWER,,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Mwandi
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,6,Ms Kansembe (Lukashya),"Minister of Community Development, Mother and Child Health",QUESTIONS FOR ORAL ANSWER,"(a) when Namulundu Health Centre in Lukashya Parliamentary Constituency, constructed using Constituency Development Fund, will be opened to the public; and (b) when the Government will take over the running of the facility.","23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,1,0,0,0,0,0,0,0,0,0,1,Female,Lukashya
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,7,Dr Chituwo (Mumbwa),Minister of Agriculture and Livestock,QUESTIONS FOR ORAL ANSWER,"(a) when the Government will ratify the Framework Convention on Tobacco Control (FCTC), having been instrumental in its formulation; (b) whether the Government has any plans to substitute the growing of tobacco with other cash crops and, if so, what the plans are; and (c) if there are no such plans, why.","23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,1,0,0,0,0,0,0,1,Unknown,Mumbwa
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,8,Mr Chansa (Chimbamilonga),"Minister of Transport, Works, Supply and Communication when the Mporokoso-Nsama-Nsumbu via Kaputa Road will be upgraded to bituminous standard.",QUESTIONS FOR ORAL ANSWER,,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Chimbamilonga
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,9,Prof Lungwangwa (Nalikwanda),"Minister of Education, Science, Vocational Training and Early Education",QUESTIONS FOR ORAL ANSWER,(a) what has caused the delay in completing the construction of Nakanyaa and Nalwei Secondary Schools in Nalikwanda Parliamentary Constituency; (b) when the construction of the two Schools will be completed and the Schools opened; and (c) what measures the Government has taken to ensure that the two Schools are completed on time.,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,1,0,2,Unknown,Nalikwanda
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,10,Mr Musonda (Kapiri Mposhi),Minister of Local Government and,QUESTIONS FOR ORAL ANSWER,Housing:,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,0,0,1,Male,Kapiri Mposhi
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,11,Mrs Mazoka (Pemba),Minister of Information and,QUESTIONS FOR ORAL ANSWER,Broadcasting:,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,1,0,0,2,Female,Pemba
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,12,Mr Chabala (Kankoyo),Minister of Local Government and,QUESTIONS FOR ORAL ANSWER,Housing:,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,1,0,0,0,0,0,0,0,0,0,0,0,1,Male,Kankoyo
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,13,Mr Pande (Kasempa),"Minister of Transport, Works, Supply and",QUESTIONS FOR ORAL ANSWER,Communication:,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Kasempa
paper_TUESDAY_23RD_SEPTEMBER_2014.json,"Tuesday, 23rd September, 2014",https://www.parliament.gov.zm/node/468,Order Paper,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,14,Mr Mushanga (Bwacha),"Minister of Education, Science,",QUESTIONS FOR ORAL ANSWER,Vocational Training and Early Education:,"23rd September, 2014",23/09/14,FOURTH SESSION OF THE ELEVENTH ASSEMBLY,0,0,0,0,0,0,0,0,0,0,1,0,1,Male,Bwacha
